###############################################################
#  Generated by:      Cadence Tempus 22.11-s001_1
#  OS:                Linux x86_64(Host ID APL7.kletech.ac.in)
#  Generated on:      Thu May 15 15:49:17 2025
#  Design:            cpu_sys_emep_top
#  Command:           report_timing -to [get_pins $full_pin] -max_paths 3 
###############################################################
Path 1: MET Setup Check with Pin U_cpu_sys_top/U_cpu_subsys_core/U_ag101_core/cpu_subsystem/edlm/U_edlm_mem_1/u_bank0_my_sram/CE 
Endpoint:   U_cpu_sys_top/U_cpu_subsys_core/U_ag101_core/cpu_subsystem/edlm/U_edlm_mem_1/u_bank0_my_sram/WEB                (v) checked with  leading edge of 'CPU_CLK'
Beginpoint: U_cpu_sys_top/U_cpu_subsys_core/U_ag101_core/cpu_subsystem/n8_core/ucore/iru_ctl/u_int_req3_sync/b_signal_reg/Q (v) triggered by  leading edge of 'CPU_CLK'
Path Groups: {CPU_CLK}
Other End Arrival Time          0.000
- Setup                         0.080
+ Phase Shift                   4.000
= Required Time                 3.920
- Arrival Time                  3.718
= Slack Time                    0.203
     Clock Rise Edge                 0.000
     + Clock Network Latency (Ideal) 0.000
     = Beginpoint Arrival Time       0.000
      --------------------------------------------------------------------------------------------------------------------------------------------------------------------
      Instance                                                                                                       Arc          Cell           Delay   Arrival  Required  
      U_cpu_sys_top/U_cpu_subsys_core/U_ag101_core/cpu_subsystem/n8_core/ucore/iru_ctl/gt_1419_34/U10                A1 v -> Y ^  OAI21X2        0.046   1.331    1.533  
      U_cpu_sys_top/U_cpu_subsys_core/U_ag101_core/cpu_subsystem/n8_core/ucore/iru_ctl/gt_1419_34/U6                 A1 ^ -> Y v  OAI21X2        0.084   1.414    1.617  
      U_cpu_sys_top/U_cpu_subsys_core/U_ag101_core/cpu_subsystem/n8_core/ucore/iru_ctl/U1002                         D v -> Y ^   NAND4X2        0.061   1.475    1.678  
      U_cpu_sys_top/U_cpu_subsys_core/U_ag101_core/cpu_subsystem/n8_core/ucore/iru_ctl/U668                          C0 ^ -> Y v  OAI211X4       0.120   1.596    1.798  
      U_cpu_sys_top/U_cpu_subsys_core/U_ag101_core/cpu_subsystem/n8_core/ucore/ieu_ctl/U983                          C v -> Y ^   NOR4BX4        0.161   1.756    1.959  
      U_cpu_sys_top/U_cpu_subsys_core/U_ag101_core/cpu_subsystem/n8_core/lsu/U352                                    B ^ -> Y v   NAND2X2        0.125   1.882    2.084  
      U_cpu_sys_top/U_cpu_subsys_core/U_ag101_core/cpu_subsystem/n8_core/lsu/U456                                    A v -> Y ^   INVX8          0.075   1.957    2.159  
      U_cpu_sys_top/U_cpu_subsys_core/U_ag101_core/cpu_subsystem/n8_core/lsu/U366                                    A ^ -> Y v   INVX16         0.044   2.000    2.203  
      U_cpu_sys_top/U_cpu_subsys_core/U_ag101_core/cpu_subsystem/n8_core/lsu/U625                                    B v -> Y ^   NAND2X2        0.046   2.046    2.249  
      U_cpu_sys_top/U_cpu_subsys_core/U_ag101_core/cpu_subsystem/n8_core/lsu/U455                                    A ^ -> Y v   INVX8          0.066   2.112    2.315  
      U_cpu_sys_top/U_cpu_subsys_core/U_ag101_core/cpu_subsystem/n8_core/lsu/U687                                    A1 v -> Y v  AO22XL         0.151   2.263    2.466  
      U_cpu_sys_top/U_cpu_subsys_core/U_ag101_core/cpu_subsystem/U26                                                 B0 v -> Y v  AO22X1         0.128   2.391    2.594  
      U_cpu_sys_top/U_cpu_subsys_core/U_ag101_core/cpu_subsystem/drc_bufs1204                                        A v -> Y v   BUFX3          0.638   3.029    3.231  
      U_cpu_sys_top/U_cpu_subsys_core/U_ag101_core/cpu_subsystem/edlm/U_edlm_mem_1/g1088__5122                       A v -> Y v   OR2X2          0.544   3.573    3.776  
      U_cpu_sys_top/U_cpu_subsys_core/U_ag101_core/cpu_subsystem/edlm/U_edlm_mem_1/g1058__2802                       AN v -> Y v  NAND2BX4       0.197   3.770    3.973  
      U_cpu_sys_top/U_cpu_subsys_core/U_ag101_core/cpu_subsystem/edlm/U_edlm_mem_1/u_bank0_my_sram                   WEB v        SPRAM_8192x36  -0.053  3.718    3.920  
      --------------------------------------------------------------------------------------------------------------------------------------------------------------------

